id,name,artists,duration_ms,year,spotify_popularity,popularity_source
36fJQfjx9ZAVzscZygmGV6,Be Good to Yourself,['Journey'],231640,2001,71,proxy
6gX4STi3v9dVgv4LEQwzvc,Escape,['Journey'],317000,2001,71,proxy
6Q4asNuSMJkcccrV68a41m,The Party's Over (Hopelessly in Love),['Journey'],220960,2001,77,proxy
2gbOkRudDvwBcNTJvGnMne,La croqieuse de 222,['Pauline Julien'],188947,2001,73,proxy
1Yuod4ReLAgvCe0ORCymkO,La danse à St-Dilon,['Pauline Julien'],122933,2001,75,proxy
7shhrBnTJ2P5XjRbKdJ5Dv,Déménager ou rester là,['Pauline Julien'],226493,2001,72,proxy
13Ly4F1LV79YCi8HNtDPlI,"Allez voir, vous avez des ailes",['Pauline Julien'],169347,2001,74,proxy
0jxWVTrC6YmUzi1uTtWcQU,Thanks a Lot,['Alvis Wayne'],140187,2001,72,proxy
7jiNVtZ98X3h7rHoDEpGdS,Going Down to the River,['Alvis Wayne'],149920,2001,73,proxy
4qAwJX8ut3gnoYer9gZg8h,Touch Me,['Alvis Wayne'],163227,2001,79,proxy
2dopq02ME4tb8OtTd0CJcM,Proud of My Rockabilly Roots,['Alvis Wayne'],190613,2001,74,proxy
6ONsp0BtFkeBG6DkzMzNA1,Hooray for the Difference,['Alvis Wayne'],114240,2001,69,proxy
244koyVw1XHJGkUzfmqhvs,I'm Ready If You're Willing,['Alvis Wayne'],121840,2001,69,proxy
6YDLElaoP7fkz6PBAlnTPN,Watcha Doin' After School,['Alvis Wayne'],170733,2001,74,proxy
22x5EI7C1qTxYAzXiIQgAx,Shame Shame Shame,['Alvis Wayne'],137280,2001,69,proxy
5paoLE5sIdVqKAxhnFOZYr,Don't Go,['Alvis Wayne'],109693,2001,72,proxy
0wfTxSfhKqIUsIZMnlfAhw,Kazed Intro,['Kami Kaze Inc.'],148600,2001,71,proxy
5D7BUbTLBzchbv7sIQuBJk,"F@#k You, It's Going Down",['Killa Klan a.k.a. Katastrophe'],237560,2001,80,proxy
2fOFg1V7ofou45xNsVb5t0,It's Whatever Down South,['Kami Kaze Inc.'],279000,2001,79,proxy
3PK6ZiUQkNW7V409zsieoh,Enter Da Battle Zone,"['Killa Klan a.k.a. Katastrophe', 'Double K Squadronz']",254240,2001,77,proxy
2QrqcmhUeEPBcsd6ywxs5e,She Goin Pt. 2,"['M.C. Mack', 'M-Child']",231627,2001,76,proxy
6zlrKswTDYsPEheIWvsfb3,Strawz & Bowz,"['Kami Kaze Inc.', 'Moss B', 'Kilo']",275600,2001,77,proxy
3WYJHV00JGlnMjZF1DNjTS,'Bout To Kamit,['Lil Corb'],248507,2001,79,proxy
4JrdNhVA7jvzCLPLzbg37O,To Much Ana,"['Kami Kaze Inc.', 'LSD']",276853,2001,76,proxy
5SD3sZ8rcSy4ZeGRpa7v5y,'Bout A Hoe,"[""Suave'""]",208880,2001,78,proxy
1Z1Gy5I28F5omEXx84lYZ6,We Komin',"['M-Child', 'M.C. Mack']",269627,2001,82,proxy
50z2dOYyrul4Woq4tq1OJc,Get Yo Dog Off Me,['Kami Kaze Inc.'],245973,2001,72,proxy
6ycx3ha3XtYdXyDkZTutBq,If You Wit' It,['Kami Kaze Inc.'],248133,2001,82,proxy
4u7jVJNzfgviOjBUZd3MeD,Real Nigga Sh@t,['Kami Kaze Inc.'],270907,2001,81,proxy
7xvHMdoNzKzKBRXuo89nre,Ghetto Kombat,['Nigaro'],245027,2001,79,proxy
2MplsDMaVlOMQpcRhV5VKk,Sick & Twisted Thoughts,['Total Kayos'],260467,2001,81,proxy
7lXk5a9bEF08YfHdVpE307,They Won't Let Us In The Klub,"['Double K Squadronz', 'Katastrophe']",232000,2001,85,proxy
5SBrBmHBMD1FjHZrWdabsK,Dorset Perception,['Shpongle'],492573,2001,69,proxy
1PMIoBJ52Ii6uRmvKeHVCY,A New Way To Say Hooray!,['Shpongle'],512107,2001,71,proxy
5oM4v18VGT9fzzmUkRwn51,Room 23,['Shpongle'],305000,2001,71,proxy
1mN9QjZx5OftG1h9VTSm8S,New Kind of Woman,['Mike Connelly'],130387,2001,71,proxy
2hfBdw0gCuBZQ4dpWimy1z,Love or Perish,['Mike Connelly'],124560,2001,69,proxy
0b6wOKWbBAbVlZSA6dj52G,She Fills My Cup,['The Nimmo Brothers'],298907,2001,76,proxy
479QE3nUircjwQxfCodWGa,Coming Your Way,['The Nimmo Brothers'],301267,2001,75,proxy
1pAigS05gRmdvGyKCzra0f,Flat Broke,['The Nimmo Brothers'],298013,2001,73,proxy
7v7mITneASsRCMh04Fh46l,I'll Be Back Someday,['The Nimmo Brothers'],211267,2001,74,proxy
49CnuB2AuGhSYNaNtbl3Tn,FRAGMENT.02,['SETI'],505747,2001,71,proxy
6cs68x29Jf9JpIBliZzZTc,FRAGMENT.06,['SETI'],254707,2001,73,proxy
756C2fsu7o4jvkaiz2YGcY,"Cock, Aim, Shoot",['Lil Ric & Laroo'],308120,2001,78,proxy
6nkzzlvhoGHhR3ZzXwMhuM,La-Di-Da-Da,['Lil Ric & Laroo'],260960,2001,69,proxy
5m1Cjs8ecU5fCLFigj7UnT,Money Motivated,['Lil Ric & Laroo'],254067,2001,69,proxy
5IsGyEYZ0kfVoqPu7kV6Vb,Never Know Much About You,['Lil Ric & Laroo'],272160,2001,73,proxy
4pPuTCFvnNLk7gxy0HtM6x,"Hard Heads, Knuckle Heads",['Lil Ric & Laroo'],199560,2001,76,proxy
0Tkn7Xu0ldXEYooihoiIpE,Gimmie Yo Sak,['Lil Ric & Laroo'],246467,2001,69,proxy
6B7cZnhlTUsxXLsuEkQxCy,Different Reality,['Lil Ric & Laroo'],253773,2001,77,proxy
0AtnB4h8qff6ANxLSHo9MZ,4 Tha Big Faces,['Lil Ric & Laroo'],237227,2001,78,proxy
22rzbzBLGjIo9brOYAsI46,Crazy Flow,['Lil Ric & Laroo'],284813,2001,77,proxy
4O2LJV52SvivCCGBAwRxbH,Tha Way Tha Game Goes,['Lil Ric & Laroo'],237307,2001,70,proxy
3vzMd4Y28x6lhTa67zFSne,All I Know,['Lil Ric & Laroo'],265693,2001,81,proxy
5KPMGLhMUi5Etnm4r7Ruts,Super Luv,['Ultra'],188693,2001,73,proxy
5KZGLW3AUggBUKDzA3S3qM,NYC Street Corner Battle,['Ultra'],200427,2001,73,proxy
44Zw6sasTfD1GnODVLyuIL,Big Time,['Ultra'],279800,2001,78,proxy
0iove39mZ4JBjG0vrpRTMq,Get Off The Dick,['Ultra'],220160,2001,69,proxy
4OejLuRmWgO9K55XDOeQnc,Who Rocks?,['Ultra'],215400,2001,70,proxy
2d4cnBtXN6Nu5BwdOO5vOy,Private Eyes,['Ultra'],204427,2001,69,proxy
10eINz89Luh8EysvAV1vTX,The Industry Is Wack,['Ultra'],259627,2001,79,proxy
466cCdNo0FtHwAMYSbP6cx,Ain't Nobody Happenin',['Ultra'],277307,2001,72,proxy
78kmI93KZz5PjZGq2l8Yz2,Fat Lady,['Ultra'],253747,2001,80,proxy
0aPatJUKMyMN4zOpsY4mUU,No Face,['Ultra'],153627,2001,73,proxy
5NuJ4ndlBBQ3dhtZXaEZXW,Definition of Nice,['DJ Paul Nice'],318960,2001,78,proxy
0XoQoDrxVhC1iNhBT1VQ7z,Truth Or Game,['Kreators'],272373,2001,73,proxy
2ga12M7diKqKvUxSTVwzhE,The Calcutta Convention,['Blackalicious'],216627,2001,75,proxy
5KeAfBaekAasGpKdbqR7fM,Heat Seeking,['Rasco'],290200,2001,75,proxy
3CPEpVpjiipehfIy9T6ckx,Dark Riders,['Swollen Members'],219107,2001,69,proxy
0egjQhNrz9kEPJ0Z6FluKr,I Who Have Nothin,['Jedi Mind Tricks'],285533,2001,75,proxy
5h1HAi6smv0mjDB0YydQMD,Organized Ryme Pt.II,['Shabazz the Disciple'],279467,2001,71,proxy
65AnTbVqIak2gWBxiGnEMS,Hons Start To Freak,['Profound and Benisanna'],237573,2001,80,proxy
5Nao6j5KbWu8EFj4C6YqLl,Pass The Pitchfork,['Rep'],215867,2001,74,proxy
48BrW3rzCWcOSC6QOzFXER,Unseen World Pt.II,['Supafriendz'],393840,2001,71,proxy
3T0oh2egjdYBG37vX77l2o,If I Fall - Naked Spirits Mix,['Naked Music NYC'],261347,2001,76,proxy
07mxJz9dPNqynrK8AsJTxo,What's On Your Mind,['Naked Music NYC'],391347,2001,70,proxy
0nng0hBC4Si6oQ5YIJ1eT8,It's Love - 6th Sense Dub,"['Naked Music NYC', '6th Sense']",407440,2001,70,proxy
51MNAJdxB7kOUbwN1fmgg3,If I Fall - Miguel Migs Deluxe Soul,"['Naked Music NYC', 'Miguel Migs']",383040,2001,72,proxy
6hRivW3ZOr3eVTNdUMvK0i,Live Today,['Naked Music NYC'],200587,2001,74,proxy
44MBgTjYSZUIqq6KoBEcsD,Mississippi King,['Five Horse Johnson'],214600,2001,76,proxy
6huky1jIaYdd1uoJ9CTKkL,Silver,['Five Horse Johnson'],282760,2001,71,proxy
5syQj8IHRbiqMOOHIsGFOg,Gods Of Demolition,['Five Horse Johnson'],239067,2001,73,proxy
3TVTloSgya9jdU4YQQ2rka,Shine Around,['Five Horse Johnson'],256773,2001,69,proxy
7hMjxWWUZ5TOKEf5GnwVjj,Lollipop,['Five Horse Johnson'],269000,2001,69,proxy
1RbJwExwtUzq3OJ3o2te3a,Swallow The World,['Five Horse Johnson'],284773,2001,71,proxy
7buvSwztsvJrTkpRcQtE7d,Revolution,['Stone Temple Pilots'],219426,2001,72,proxy
5QcPHLrOv29F2g9lOccmAN,Tres Amigos,['United Future Organization'],362667,2001,70,proxy
3KzdHRfD6hB1pPC26gfbCb,Somewhere,['United Future Organization'],420293,2001,70,proxy
3W9vFSiF8JLaIMlySdIn0x,Good Luck Shore,['United Future Organization'],326627,2001,72,proxy
7jUD7A59NBcAkQJEVLmpi1,Flying Saucer,['United Future Organization'],281320,2001,80,proxy
7gQdUQEnpK53paDAnenlKa,Niji,['United Future Organization'],394413,2001,71,proxy
5dEDA9frHkaou0obw6IGxL,Message in a Bottle,['Decembers January'],286173,2001,70,proxy
1NEtz5wOy0Dd4twAlcmlUg,Next to You,['The Ed Kemper Trio'],156213,2001,75,proxy
6qCwLVp7ZIwpx9iy3rTtcy,Wrapped Around Your Finger,['The Paper Chase'],316600,2001,71,proxy
7clA4V8dkpIHhq8BBjf7ko,El Tigre de Punta Brava,"['Ivan Villazon', 'Saul Lallemand']",200440,2001,69,proxy
0vULsZYm4bw2D2P65NDbHO,Cereteñita,"['Ivan Villazon', 'Saul Lallemand']",217920,2001,70,proxy
751f5VTaqyilYdqUNRl78u,Jardin de Fundacion,"['Ivan Villazon', 'Saul Lallemand']",231293,2001,70,proxy
2UyJb9upAgAlnEMj63dr7Y,La Mujer y la Primavera,"['Ivan Villazon', 'Saul Lallemand']",295480,2001,73,proxy
5RPJddWinPOIrq3Y0KriMi,Por Ti Vivo Delirando,"['Ivan Villazon', 'Saul Lallemand']",218600,2001,69,proxy
0fQE1beRRAjfN5ighZFE2w,La Puertecita,"['Ivan Villazon', 'Saul Lallemand']",236907,2001,69,proxy
1VxJj43SZzGad2Tr5AQdXz,Un Solo Intento,"['Ivan Villazon', 'Saul Lallemand']",266627,2001,75,proxy
0djifYZullz80ZJmmAxBPZ,Rosita,"['Ivan Villazon', 'Saul Lallemand']",183907,2001,84,proxy
1AzM2c38rqrMe7MlYljNb9,Un Nuevo Amor,"['Ivan Villazon', 'Saul Lallemand']",295707,2001,79,proxy
2Xk7wsOmjLeDeTiPsVEwR1,Vuelve Negra,"['Ivan Villazon', 'Saul Lallemand']",255160,2001,81,proxy
4cK8OmIJNWEXubRGAyrWXa,Pongale la Firma,"['Ivan Villazon', 'Saul Lallemand']",306107,2001,82,proxy
7xNVDptSCcTdCHckdBpUbi,Morenita,"['Ivan Villazon', 'Saul Lallemand']",287280,2001,84,proxy
3DvLpWJ289OCSdzYpz4NDT,Comprendeme,"['Ivan Villazon', 'Saul Lallemand']",293773,2001,75,proxy
57917GvoXROj6ekZ8efQIl,La Biblia,"['Ivan Villazon', 'Saul Lallemand']",284880,2001,76,proxy
6zC2mzi86TZIgLf90wzvG0,Te Estoy Amando,"['Ivan Villazon', 'Saul Lallemand']",301707,2001,78,proxy
7qGIIkXpSqHSkIPy0k4xU5,La Cometa Loca,"['Ivan Villazon', 'Saul Lallemand']",291187,2001,81,proxy
74cNMS85vYhd3DjIAQrVIt,Dos Estrellitas y Tu,"['Ivan Villazon', 'Saul Lallemand']",290680,2001,80,proxy
6UzSvZEXRK6yJYzPUyn0rB,La Jugada Tuya,"['Ivan Villazon', 'Saul Lallemand']",271893,2001,83,proxy
6S7wqaTcz1ihtNGWl6mLp7,Las Cosas de la Vida,"['Ivan Villazon', 'Saul Lallemand']",294347,2001,79,proxy
2lIejO3xWqUdvydmvcGUmE,Delta Lady,['Leon Russell'],222453,2001,73,proxy
6ge4yHAIZeBK90QmbK45mn,Ain't Got Time For That Stuff,['Gwyn Ashton'],229267,2001,69,proxy
4Qw0vk0WNWFK1TEBDvazOT,Trouble's Knockin' At Your Door,['Gwyn Ashton'],273227,2001,73,proxy
2aM5tUqsCaMGQD7PxpuOD8,Disregard,['Jim Camacho'],260933,2001,70,proxy
1ILRu0e8p9dsspJOvvCkVj,Give It Up (feat. Kathy Brown) - Clepto's Classic Vocal Mix,"['Eminence', 'Kathy Brown', 'Cleptomaniacs']",513868,2001,74,proxy
5k8vQZN3w2VAId0S2MNcsL,Give it Up (Jon Cutler Vocal),['Eminence'],465320,2001,79,proxy
0pkdrLTZHm8fpF85XI6QL9,Give It Up,['Eminence'],424813,2001,70,proxy
06hwC07L89SHHo3iu06Di1,Give it Up (Clepto's OrgasmiDub),['Eminence'],368907,2001,74,proxy
07zTqZWDRItS6QdS5u3vLQ,Give it Up (Jon Cutler Dub),['Eminence'],369120,2001,77,proxy
62OHj4RwPKSLWDCnTjO5j5,Siri (Secret),['Samba Mapangala & Orchestra Virunga'],306893,2001,69,proxy
7aLGZXfqxK07Z2iAmGppE0,Dunia Tuna Pita (We Are Merely Passing Through This World),['Samba Mapangala & Orchestra Virunga'],319467,2001,83,proxy
0AHMYHXfcdMtCEfMZGaMwf,Umoja Ni Nguvu (Unity is Strength),['Samba Mapangala & Orchestra Virunga'],287133,2001,78,proxy
03tajQ2nN2QSMWNc6Zt0qy,Vijana (The Youth),['Samba Mapangala & Orchestra Virunga'],333573,2001,70,proxy
40DEPvqU9htu5knwdIadqH,Ko Seka Te (Don't Laugh),['Samba Mapangala & Orchestra Virunga'],315600,2001,80,proxy
48dK1Zaz2wvIKtDriDdhsw,Mbona Mimi? (Why Me?),['Samba Mapangala & Orchestra Virunga'],365667,2001,78,proxy
5UZFBk6oAbbXEL66gYQFj7,Ufunguwo (The Key),['Samba Mapangala & Orchestra Virunga'],316293,2001,70,proxy
5W88vbmfybGQSF4VxeOylh,Dunia Tuna Pita (Extended Version),['Samba Mapangala & Orchestra Virunga'],452733,2001,83,proxy
6LCxUKEIGphpRp6Kq3jma3,Noou - Yoou Oussou Njie - Salaam Alekum,['Ismaila Oussou Njie'],273147,2001,78,proxy
4Aa4Acg5OqvieYUBiKHb85,Sosseh,['Ismaila Oussou Njie'],250800,2001,81,proxy
5xPXh8YA6mkctLINN7U8if,Mandally - Expression Of Wonder Or Amazement,['Ismaila Oussou Njie'],304573,2001,80,proxy
5pFH3VseWhmXIwZ62Rnfet,Chossan Sunu,['Ismaila Oussou Njie'],469200,2001,74,proxy
3dbYdkPZWSy6bDW7uzcqOA,Maag,['Ismaila Oussou Njie'],295867,2001,72,proxy
5M6r6yrM0jsh0zumcc07NA,Ntol Jico,['Ismaila Oussou Njie'],372173,2001,76,proxy
66GsPzmmDnj14vSs6lKdyu,Aduna Amul Soloh - A World Of Ups And Downs,['Ismaila Oussou Njie'],198680,2001,83,proxy
48xM28yffFnR6Tn9Z8Rtur,Bada Toure,['Ismaila Oussou Njie'],410227,2001,71,proxy
0M8OTewzcSBEornFCXH29y,Noou - Yoou Oussou Njie - Re-Mix,['Ismaila Oussou Njie'],271027,2001,80,proxy
3OIzedHjMl7b5U9xBYU6lB,Skulk,['Echo Image'],334227,2001,76,proxy
28IokaABUNzYG4DIilTvic,Skulk - Skulkete Græbbi Mix by Icon Of Coil,"['Echo Image', 'Icon Of Coil']",400360,2001,72,proxy
1BOcx3wzfajpNImPFJFwOl,The Neverending Story - Fantasian Mix,['Echo Image'],271827,2001,69,proxy
26XRi7zEeqIYAE4xrKTfEs,Skulk - Sweep Remix,"['Echo Image', 'Sweep']",304227,2001,71,proxy
2SswOcK6ezReNKFUucrah6,Skulk - Extended Kit Mix,['Echo Image'],336973,2001,75,proxy
3O4jUIuvGGAgMzlJIGR0HT,Blijf Bij Mij,['Volumia!'],209400,2001,79,proxy
651Ux0gAhS3X1Ca4VU5aND,Ik Vlieg Ik Zweef,['Volumia!'],243200,2001,77,proxy
3eWkoH7lCSmQkAJ6AHvV2r,Jij,['Volumia!'],197560,2001,72,proxy
1u3bz6HFMltzA2TMuVdl0U,Ik Lach Weer Als De Zomer Begint,['Volumia!'],252040,2001,80,proxy
0m2n1NwcRGVOFpkvZNmdtu,Kies mij,['Volumia!'],217227,2001,73,proxy
4Eag8DvFgdZrMgltv5mJDq,Ik was effetjes haar naam kwijt,['Volumia!'],217400,2001,80,proxy
3igtkCOLpAeZzIbcUDy2yf,Terug naar de natuur,['Volumia!'],217893,2001,76,proxy
774eORwJTwjzQHSybzeF4T,Leef!,['Volumia!'],198893,2001,84,proxy
25eguVz6NSQxdczNItYplT,De Ideale Vrouw,['Volumia!'],176667,2001,77,proxy
2WXEz8Lyst5xw6zBjmnbDx,Keep It in Mind,['Ron Sexsmith'],191067,2001,69,proxy
35V30oCYiMi4L5zYAaK0TX,Castle Walls,['The Samples'],256987,2001,79,proxy
3wH2yei4nG0bqSweuNWnBv,Landing on the Sidewalk,['The Samples'],225067,2001,69,proxy
4pBsyvM3vVPbwIsvNLcCRy,Radio Song,['The Samples'],226187,2001,69,proxy
1ep8ksZEQ44lmG87peG7DN,Boneshaka - Sergio Ercolino Mix,"['OP', 'Sergio Ercolino']",396186,2001,72,proxy
18e8h7UXlzZqoAYitgSwQy,Boneshaka - Martinez Mix,"['OP', 'Martinez']",376453,2001,78,proxy
0cNREEzbGRum4ECCNIZ9jg,De Qualquer Lugar,['Daniela Mercury'],275133,2001,74,proxy
5TTwhmI16AMndBv4FJQcKV,Baiana Havaneira,['Daniela Mercury'],205387,2001,78,proxy
51dyUXB7iQhwH07sC2czTK,A Praieira,['Daniela Mercury'],223800,2001,76,proxy
3qget9rKSZB594Zk3V1iqQ,Beat Lamento,['Daniela Mercury'],218227,2001,72,proxy
3f3lWJtSlxv9uh5i6JjoYF,Aeromoça,['Daniela Mercury'],220227,2001,73,proxy
4kuAvDTn379Mo3ZjyVTS02,Estrelas (feat. Toni Garrido),"['Daniela Mercury', 'Tony Garrido']",224307,2001,80,proxy
6CLRZ0TyhOjQ0d8bZ9deUd,Ata-me,['Daniela Mercury'],198773,2001,73,proxy
1a4Qg0u5M1STkg5jszMEvp,Mutante,['Daniela Mercury'],264787,2001,74,proxy
0xhJBmdHVFjOt7OKHayFGb,Um Tempo de Paixão,['Daniela Mercury'],229213,2001,70,proxy
3R30fJYf0NgnVlS0tmHu83,Bora Morar,['Daniela Mercury'],261893,2001,75,proxy
2SQtkATaLKIRuo0wzBA5KE,Quem Puder Ser Bom Que Seja,['Daniela Mercury'],239307,2001,71,proxy
5VNSBjzh4KeHePlWuuOYx1,Nina,['Daniela Mercury'],243653,2001,83,proxy
0exQ0uRDKT3oORBMPVyrx6,Lonely Next Door,['John Train'],150560,2001,71,proxy
0xN8L31swW6ltPjTYTFwTZ,Playground Attraction,['John Train'],179053,2001,74,proxy
1YvjCn5mCmFQslluHPawwc,You Won't Say My Name,['John Train'],167387,2001,72,proxy
5QHsSGqiUKcyRISESK5Io3,Back To Bayou Teche,['The Flying Burrito Brothers'],243933,2001,69,proxy
18oFsjSikDzxk9J4kxp7es,California Jukebox,['The Flying Burrito Brothers'],203440,2001,73,proxy
5AXNiW1FxEzAUkvs1UMbDY,Take A Walk On The Edge,['The Flying Burrito Brothers'],264933,2001,76,proxy
4EYX7dsLziX7q26PzGQ2M3,CJB Revisited,['The Flying Burrito Brothers'],53093,2001,73,proxy
3n6bbOYFFBkZ45xQrQzedV,I'm Back,['The New Birth'],372387,2001,79,proxy
2vG7huoIsTX45GXIGWryyy,I Can Understand It,['The New Birth'],382413,2001,82,proxy
7ghGwCiVppRs360WuNOXvT,Pretty Words Don't Mean a Thing (Lie to Me),['The New Birth'],155800,2001,78,proxy
4kWlljtegi5uYzNYwio1GL,Never Can Say Goodbye,['The New Birth'],202520,2001,69,proxy
3KGNfjkpKT2rs6bqwTrSll,Honeybee,['The New Birth'],241427,2001,79,proxy
1UESkytEKsYsYbgndRCSfE,Do The Granny,['The New Birth'],187413,2001,75,proxy
3qQTHP7tdQ1j0498hlMXot,Come And Dream Some Paradise (Theme From Gordon's War),['The New Birth'],316707,2001,75,proxy
0VZCOj2TYgnnqgwDN1ZFXn,Damn,['The New Birth'],227467,2001,72,proxy
0gzeGnHqeinZu60tUvJc01,Serenade For A Jive Turkey,['The New Birth'],291973,2001,72,proxy
37Afkh7JyoEVprcQIzSMGe,Granddaddy,['The New Birth'],233653,2001,76,proxy
4DfYY5emiNqXTiFXKWK3Cx,Without a trace,['The Swells'],228040,2001,69,proxy
62sREmApbQguw8gkLmwCBP,2-Way Freak (feat. La Chat),"['Three 6 Mafia', 'La Chat']",297533,2001,81,proxy
0FWS3wJVY4qoF80Ek1K842,Posse Song (feat. Hypnotize Camp Posse),"['Three 6 Mafia', 'Hypnotize Camp Posse']",320093,2001,86,proxy
1OTSwbDNWhSs0cYo1YbnkA,Baby Mama (feat. La Chat),"['Three 6 Mafia', 'La Chat']",283400,2001,84,proxy
4M5puMyCf1Hgyvyedi4rri,Gangsta Ni***z,['Three 6 Mafia'],273400,2001,83,proxy
73Fk5Nx5B0CEhIbnRu6YBJ,"Wona Get Some, I Got Some (feat. Tear Da Club Up Thugs & T-Rock)","['Three 6 Mafia', 'Tear Da Club Up Thugs', 'T-Rock']",267267,2001,83,proxy
5wHqKg4WWAfSVgGg61JlAy,O.V. (feat. Lord Infamous),"['Three 6 Mafia', 'Lord Infamous']",252827,2001,79,proxy
6qJmH1xKhNDVBMdzg5guli,U Got Da Game Wrong (feat. La Chat),"['Three 6 Mafia', 'La Chat']",220840,2001,82,proxy
0kJf9MOJb5Zs6wFHk8KKph,"We Shootin' 1st (feat. Gangsta Boo, Crunchy Black & Lord Infamous)","['Three 6 Mafia', 'Gangsta Boo', 'Crunchy Black', 'Lord Infamous']",284493,2001,83,proxy
5UZ1clqvRsMKEAC504mRlW,"Dis B**ch, Dat H** (feat. Project Pat, Ludacris & Crunchy Black)","['Three 6 Mafia', 'Project Pat', 'Ludacris', 'Crunchy Black']",262000,2001,82,proxy
2Bx6Y9xpWd0F4bQu6NTjGK,They Don't F**k Wit U,['Three 6 Mafia'],244467,2001,90,proxy
3sXDirGzqqhC0Dr2zVHbwd,Slang & Serve (feat. T-Rock),"['Three 6 Mafia', 'T-Rock']",257907,2001,80,proxy
6HSi8re8vXjyydmbJGSpiq,War Wit Us (feat. La Chat),"['Three 6 Mafia', 'La Chat']",225933,2001,82,proxy
4pMZ5PivgxaEx9lsjggg5C,Mean Mug (feat. La Chat),"['Three 6 Mafia', 'La Chat']",289093,2001,81,proxy
6JNvCgoDfsHQ4LeG8AwLBY,I Ain't Goin' (A Hustler's Theme) (feat. Namond Lumpkin),"['Three 6 Mafia', 'Namond Lumpkin']",247533,2001,69,proxy
4szePMjUCW3DldDcZCH7J5,Ridin' On Chrome (feat. Project Pat),"['Three 6 Mafia', 'Project Pat']",179067,2001,79,proxy
3ENYT98Ydv8UIiCYPBId8H,Everyone,['Adema'],209427,2001,69,proxy
0IkVFVkNp3XYhaT08oMkV8,Blow It Away,['Adema'],182773,2001,70,proxy
6TQ80ustOrXpiz37IaPNwx,The Way You Like It,['Adema'],220067,2001,78,proxy
4Fg7BYuMJ9miPQa2vI5Xgt,Close Friends,['Adema'],203973,2001,76,proxy
2Lf5dand5nR1alRIZX42kL,Do What You Want To Do,['Adema'],180533,2001,69,proxy
7AsYhARQgIK5Zwo8y6xTdN,Speculum,['Adema'],212200,2001,69,proxy
0QgFX98eNj7NhA8xz0gdKD,Drowning,['Adema'],206333,2001,74,proxy
7nbzvQxTFpMarUuLCOgOCq,Tiny People,['The Suburbs'],156733,2001,72,proxy
4dC1zWaDJrwIqSXQfHmAfX,Goggles On,['The Suburbs'],200173,2001,73,proxy
2tAGul4C6Wr7XwUN3JJK0V,Baby Heartbeat,['The Suburbs'],162027,2001,70,proxy
1fYjDFFxRcfwC1oDBYm3xP,Cows,['The Suburbs'],98200,2001,74,proxy
3qt4LJP2LPhLT9qoeKtbZz,Closer Than My...,['Shop 11 Phoenix'],133400,2001,74,proxy
1XyUGwJfyQR6IckVkN3XQa,I'm Sorry It's Ok,['Shop 11 Phoenix'],155493,2001,78,proxy
7AynpVPTPNAHJ9eLMnJDBF,Belive Its True,['Shop 11 Phoenix'],105013,2001,70,proxy
3KhK0kNsXWhJ51gvnmiKdC,Ordinary Me,['Shop 11 Phoenix'],150947,2001,74,proxy
5l3smIg4Sl4o7B15jVpteZ,Broken & Bruised,['Shop 11 Phoenix'],163240,2001,72,proxy
1QPx3F471L290Ye1BxRnsF,Random Thoughts,['Shop 11 Phoenix'],327933,2001,69,proxy
3ALiSt87HqCnKwYAdGWmAs,I Will Fight,['Shop 11 Phoenix'],164587,2001,69,proxy
1MqdHIUks3rUCnFuGT1Xm3,This Is Your Life,['Shop 11 Phoenix'],206760,2001,75,proxy
5VTrdg7kyydPWlO9qS0liJ,Goodbyes Are Always Sad,['Shop 11 Phoenix'],206840,2001,70,proxy
5dTE4T4LUHO4EJSKpGFGHz,Datenight In Loserville,['Shop 11 Phoenix'],116107,2001,73,proxy
57Fgxnxvfn3ogWi22okJdz,Ineffectual Friend,['Shop 11 Phoenix'],191387,2001,72,proxy
4XuzqqFDcWO7pl1euf8Chl,La Hierba de los Caminos - En Vivo,"['Óscar Chávez', 'Jorge Buenfil y su grupo']",169787,2001,74,proxy
3zWusdxpABwhvrZoNVIEBL,Sin Pan - En Vivo,"['Óscar Chávez', 'Los Morales', 'Armando Montiel']",187467,2001,72,proxy
1BZ7GUgSrnjfv5nDZz3VRY,La Manta - En Vivo,"['Óscar Chávez', 'Los Morales', 'Armando Montiel']",186027,2001,71,proxy
5nljwo28uUkYy0wPA271EB,Hasta Siempre - En Vivo,"['Óscar Chávez', 'Los Morales', 'Armando Montiel']",284613,2001,71,proxy
4f9BCr7z43ePEEYP6ar2Fy,Behold My Life featuring (Dilated Peoples),"['DEFARI', 'Dilated Peoples']",184227,2001,71,proxy
32qEenu7ITBU7uAUC6EGAR,Behold My Life (featuring Dilated Peoples),"['DEFARI', 'Dilated Peoples']",184267,2001,71,proxy
4Idf5nZxS3moVXrFkA3Pne,Pena De Amor,['Puerto Rican Power'],279627,2001,79,proxy
1jyX5gSnaKUnpjPG4i5UGt,Me Tiene Loco,['Puerto Rican Power'],263000,2001,78,proxy
4Wf10a1hInWlMdCWt3dqEf,Me Toco Sufrir,['Puerto Rican Power'],273667,2001,73,proxy
4qooEEtMtbbAbvqV4F0TeJ,Cuando Faltas Tu,['Puerto Rican Power'],264867,2001,77,proxy
6AH17MFIxryb3BcsVVeBmj,Quiero Decirte,['Puerto Rican Power'],256840,2001,76,proxy
1LACRhbqSTDMpNoMPyPFCE,Un Nuevo Amor,['Puerto Rican Power'],267693,2001,73,proxy
