id,name,artists,duration_ms,year,explicit,spotify_popularity,danceability,energy,acousticness,valence,tempo
1poo8rNZ3RxpcY3s2jqHSZ,"Gotterdammerung (Twilight of the Gods) (Sung in English): Act II Scene 4: A ring I saw upon your hand (Brunnhilde, Siegfried, Gunther)","['Richard Wagner', 'Alberto Remedios', 'Norman Welsby', 'Aage Haugland', 'Derek Hammond-Stroud', 'Rita Hunter', 'Margaret Curphey', 'Katherine Pring', 'Anne Collins', 'Gillian Knight', 'Anne Evans', 'Valerie Masterson', 'Shelagh Squires', 'Helen Attfield', 'English National Opera Chorus', 'English National Opera Orchestra', 'Reginald Goodall']",100440,2001,False,,0.359,0.0414,0.963,0.0397,76.408
2wlvrh2ubCLtGlvjHcHM4f,"Gotterdammerung (Twilight of the Gods) (Sung in English): Act II Scene 4: Ha! - Siegfried stole it (Brunnhilde, Siegfried, Hagen, Gutrune, Vassals, Women)","['Richard Wagner', 'Alberto Remedios', 'Norman Welsby', 'Aage Haugland', 'Derek Hammond-Stroud', 'Rita Hunter', 'Margaret Curphey', 'Katherine Pring', 'Anne Collins', 'Gillian Knight', 'Anne Evans', 'Valerie Masterson', 'Shelagh Squires', 'Helen Attfield', 'English National Opera Chorus', 'English National Opera Orchestra', 'Reginald Goodall']",142920,2001,False,,0.337,0.14400000000000002,0.946,0.0686,89.45
4UBtTTyFTJ5nep7GYpIHIc,Feinherb,"['Würden', 'Thore Pfeiffer']",353520,2015,False,,0.146,0.309,0.265,0.107,179.87099999999995
2kw4GKXXFibvpSiylfTWpj,Ra Ash,['Madlib'],157693,2014,False,,0.762,0.456,0.285,0.44299999999999995,89.704
3rMWdZ97GnpA2uzyacmp0c,Rot,['Madlib'],100987,2014,False,,0.33399999999999996,0.737,0.0045899999999999995,0.48200000000000004,85.999
7o9jADfLVCYHsFCiUcVAnH,Rain of Knives,['sic'],265307,2010,True,,0.485,0.992,1.83e-06,0.28600000000000003,121.98700000000001
2C8EotPj470JZLwcufJnhy,Ramp! The Logical Song - White American Mix,['Retrigger'],172893,2006,False,,0.406,0.8320000000000001,0.000767,0.445,149.97
3NwjzqwdLeDCIKKdkcwGu6,Posse - I Beat You Like A Whore,['Robad Pills'],104480,2006,False,,0.32799999999999996,0.914,0.000259,0.32,139.953
6UVqPI6PaqYEwd5KFGoyvA,Ramp! The Logical Song - Art Mix,['Toecutter'],239427,2006,False,,0.488,0.7290000000000001,0.00209,0.267,144.08
6HPwMsjccja0WnNYw3G0F0,Roto Rooter Via Motor Scooter,['Tocsin'],200760,2006,False,,0.5,0.997,4.31e-05,0.175,149.964
7wBKCH3uVOmmTeiY78Z7dq,Red Car,['Luis'],263997,2014,False,,0.8909999999999999,0.7909999999999999,0.0715,0.9640000000000001,79.994
3wLzfS4gV4V63W2SGzwhZu,Spring Break,['Radim Zenkl'],129200,2005,False,,0.626,0.29600000000000004,0.958,0.813,149.594
7ciQlZXWg18XDbb2Okvvut,Glen Rock,"['Ronnie McCoury', 'Del McCoury']",130707,2005,False,,0.625,0.513,0.8859999999999999,0.963,98.339
2YKg2GQWG41N5EwvnR6rIh,The North Shore,"['John Reischman', 'Jim Nunally']",207880,2005,False,,0.486,0.125,0.97,0.593,86.605
2jNCrUnojUxovn16rrc4y5,Revoked,['Gonno'],299229,2015,False,,0.5710000000000001,0.691,0.000205,0.253,122.0
3Ed7jTrrU1oMBsFWUGmeGM,Razor Cut,['The Toasters'],194067,1994,False,,0.636,0.8690000000000001,0.0104,0.9740000000000001,170.422
0Ul8s7KmFHjp3X40g2FU9N,Reflections Intro,['Flip'],121769,2015,True,,0.5579999999999999,0.955,0.0375,0.23399999999999999,88.975
